"year","sex","age","comp_use","employment","employment_type","hours_worked","employees_workplace","importance_comp","complexity_comp","experience","sector","skill_change","ethnicity","region","hourly_pay","weight","employees_comp","pid","highest_qualification","knowledge_share","experience_share"
2001,1,26,1,1,1,48,3,1,2,8,1,2,1,2,6.00961542129517,7838,3,261021,2,20.353982300885,79.646017699115
2001,1,45,1,1,1,40,4,1,2,23,2,1,1,2,14.423077583313,5618,1,261041,4,27.6190476190476,72.3809523809524
2001,1,37,1,1,1,40,3,1,2,21,1,1,1,2,8.67000007629395,7235,2,261051,1,30.5785123966942,69.4214876033058
2001,2,33,1,1,1,35,2,1,3,12,1,3,1,2,5.49450540542603,6616,2,261071,4,28.4403669724771,71.5596330275229
2006,1,35,1,1,1,45,4,1,4,8,1,3,1,2,14.0699996948242,3919,2,261071,2,23.0769230769231,76.9230769230769
2001,2,28,1,1,2,24,2,2,2,5,2,2,1,2,7.99473333358765,6494,1,261111,4,23.3333333333333,76.6666666666667
2001,2,44,2,1,2,7,3,5,NA,20,2,3,1,2,4.75,5920,2,261121,1,25.4545454545455,74.5454545454545
2006,1,55,1,1,1,45,3,3,2,38,2,1,1,2,7.11999988555908,6251,2,261121,1,27.0676691729323,72.9323308270677
2001,2,37,1,1,2,20,4,1,3,21,2,3,1,2,7.89519214630127,5780,3,261141,1,27.6315789473684,72.3684210526316
2006,2,35,1,1,1,45,5,1,2,14,1,1,1,2,25.6410255432129,5952,1,261141,2,18.6440677966102,81.3559322033898
2006,2,38,1,1,1,37,5,1,2,19,2,1,1,2,14.553014755249,5952,3,261151,3,20.2127659574468,79.7872340425532
2006,1,35,1,1,1,45,4,1,4,13,1,3,1,2,9.61538505554199,7149,1,261171,4,25.1748251748252,74.8251748251748
2006,1,41,1,1,1,37,4,3,2,23,1,1,1,2,NA,6312,2,261211,1,20,80
2006,2,37,1,1,1,35,5,1,4,20,1,3,1,2,14.8351650238037,5429,1,261231,1,26.9565217391304,73.0434782608696
2001,2,41,1,1,1,35,5,2,2,25,2,3,1,2,11.5384616851807,5420,1,261241,4,26.605504587156,73.394495412844
2006,2,39,1,1,2,21,5,3,2,18,2,1,1,2,11,5429,1,261271,4,20.6666666666667,79.3333333333333
2006,2,41,1,1,1,39,1,3,2,19,1,1,1,2,13.31360912323,5222,1,261291,4,23.2558139534884,76.7441860465116
2006,2,52,1,1,1,40,3,1,2,37,1,1,1,2,10,5172,1,261301,1,21.4285714285714,78.5714285714286
2006,2,34,1,1,1,50,2,1,2,16,1,1,1,2,6.53846120834351,5429,1,261311,1,21.8487394957983,78.1512605042017
2006,2,55,1,1,2,20,NA,1,2,25,1,2,1,2,NA,5380,3,261321,3,20.9876543209877,79.0123456790123
2006,2,26,1,1,1,38,5,1,2,9,2,1,1,2,10.1214570999146,3696,2,261331,1,18.9655172413793,81.0344827586207
2001,1,56,1,1,2,21,4,1,2,35,1,2,1,2,5.31135511398315,6116,1,261341,4,30.6818181818182,69.3181818181818
2001,2,46,1,1,1,45,3,2,2,23,1,3,1,2,8.5470085144043,5865,5,261351,3,24.1935483870968,75.8064516129032
2001,2,46,1,1,1,57,3,1,2,22,1,1,1,2,8.77192974090576,5420,1,261381,4,22.5563909774436,77.4436090225564
2001,1,29,1,1,1,45,4,1,1,12,1,1,1,2,11.2820520401001,7838,3,261391,1,21.09375,78.90625
2006,2,46,1,1,2,16,2,1,1,17,1,3,1,2,5,2716,1,261421,1,24,76
2006,1,35,2,1,2,20,NA,5,NA,19,1,2,1,2,8.75,6562,6,261431,1,16.1290322580645,83.8709677419355
2001,1,33,2,1,1,30.0000019073486,5,2,8,16,2,3,1,2,17.3076915740967,6337,2,261441,2,25.6880733944954,74.3119266055046
2001,2,32,1,1,1,36,5,1,2,5,1,2,1,2,4.5,3057,3,261451,2,23.7113402061856,76.2886597938144
2001,2,30,2,1,2,23,3,5,NA,15,1,2,1,2,5.85284280776978,6678,5,261461,1,16.6666666666667,83.3333333333333
2006,1,52,1,1,1,37,4,1,2,36,1,1,1,2,18,9545,4,261461,1,29.7872340425532,70.2127659574468
2001,2,38,1,1,1,40,4,1,3,22,1,1,1,2,8.65384578704834,5780,1,261481,1,28.1553398058252,71.8446601941748
2006,2,38,1,1,1,50,5,1,4,13,2,1,1,2,19.8076934814453,3263,2,261481,4,24.8554913294798,75.1445086705202
2001,1,55,2,1,1,50,3,4,8,38,1,1,1,2,6.1538462638855,6463,4,261511,1,21.875,78.125
2001,1,42,1,1,1,40,4,1,4,20,1,2,1,2,14.423077583313,3023,1,261531,4,27.7227722772277,72.2772277227723
2001,2,45,2,1,1,35,2,2,2,12,2,2,4,2,5.49450540542603,2872,1,261591,4,18,82
2006,1,50,2,1,1,36,4,5,NA,35,1,3,1,2,5.27328681945801,3385,5,262011,1,21.6867469879518,78.3132530120482
2001,1,57,1,1,1,36,4,1,3,42,2,1,1,2,16.0256423950195,3500,1,262021,2,22.962962962963,77.037037037037
2001,1,34,1,1,1,48,4,2,3,16,2,1,1,2,5.87848043441772,3169,1,262031,1,23.7113402061856,76.2886597938144
2006,2,25,2,1,2,15,2,5,NA,3,1,2,1,2,5.19999980926514,7009,5,262051,4,10.3092783505155,89.6907216494845
2006,2,56,1,1,2,20,5,5,NA,18,2,1,1,2,6.5,5101,1,262071,4,9.21052631578947,90.7894736842105
2006,1,26,2,1,1,36,3,3,2,8,1,1,1,2,5.8600001335144,4209,5,262101,2,20.863309352518,79.136690647482
2006,2,44,2,1,2,24,2,5,NA,24,1,1,1,2,9,5222,6,262121,4,23.5714285714286,76.4285714285714
2001,1,26,1,1,1,45,2,1,4,5,1,1,1,2,7.90598297119141,7684,1,262141,4,28.4313725490196,71.5686274509804
2006,2,26,2,1,2,20,3,4,7,10,1,1,1,2,7.5,7009,5,262151,1,21.4876033057851,78.5123966942149
2006,2,44,1,1,1,38,5,3,1,20,2,1,1,2,7.5,2575,3,262161,2,20.3703703703704,79.6296296296296
2001,2,42,1,1,2,22,5,1,1,25,1,1,1,2,5.5,5420,1,262171,1,35.2272727272727,64.7727272727273
2001,1,30,1,1,1,60.0000038146973,2,3,8,15,1,1,1,2,6,3407,5,262181,1,28.9156626506024,71.0843373493976
2001,1,37,2,1,1,35,2,5,NA,18,1,2,1,2,4.59999990463257,3724,9,262191,1,0,100
2006,2,25,1,1,1,40,5,1,3,2,1,NA,1,2,11.25,8543,1,262201,4,25.4098360655738,74.5901639344262
2006,1,57,1,1,1,38,4,3,1,43,1,3,1,2,8.5,6251,1,262221,1,27.3584905660377,72.6415094339623
2001,1,49,1,1,1,37,2,1,3,24,2,1,1,2,7.38045787811279,6046,1,262231,2,25.2252252252252,74.7747747747748
2006,1,31,1,1,1,45,2,2,3,11,1,3,1,2,NA,3260,1,262231,3,23.4567901234568,76.5432098765432
2001,1,36,2,1,1,45,5,4,8,18,1,3,1,2,5.3899998664856,6813,5,262241,1,20.4081632653061,79.5918367346939
2006,2,40,1,1,1,38,5,1,4,22,1,1,1,2,14.4230766296387,2863,1,262241,4,31.0924369747899,68.9075630252101
2001,1,47,1,1,1,50,3,1,2,32,1,1,1,2,7.69230794906616,6040,2,262251,1,26.5151515151515,73.4848484848485
2001,2,56,1,1,2,25,4,3,2,16,1,1,1,2,6,3138,2,262261,1,23.9669421487603,76.0330578512397
2006,1,58,1,1,1,37,4,3,1,43,1,1,1,2,8.35999965667725,9377,2,262261,1,27.3504273504274,72.6495726495726
2001,2,25,2,1,1,37,2,5,NA,4,1,1,1,2,6.23700618743896,6494,4,262311,1,25.5813953488372,74.4186046511628
2006,1,33,1,1,1,40,5,1,2,8,1,2,1,2,17.3076915740967,3574,1,262331,4,20.1680672268908,79.8319327731092
2001,2,30,2,1,2,21,2,5,NA,15,1,2,1,2,3.79999995231628,6678,5,262341,1,28.2608695652174,71.7391304347826
2001,2,31,2,1,1,30.0000019073486,3,4,2,15,3,1,1,2,5.09999990463257,6479,5,262371,1,28.1481481481481,71.8518518518519
2006,1,39,1,1,1,35,3,1,4,12,1,1,1,2,NA,6521,1,262381,4,26,74
2006,2,35,1,1,1,36,5,1,3,14,1,1,3,2,17.0940170288086,6526,1,262411,4,23.4042553191489,76.5957446808511
2006,1,35,1,1,1,47,4,1,3,19,1,3,1,2,17.1849422454834,7149,1,262441,4,22.4806201550388,77.5193798449613
2006,1,42,1,1,1,60,3,1,2,20,1,1,1,2,19.230770111084,6876,1,262451,4,22.0689655172414,77.9310344827586
2006,2,39,1,1,1,45,5,2,2,17,1,3,1,2,20.5128192901611,5952,1,262471,4,16.8316831683168,83.1683168316832
2001,2,29,1,1,1,42,4,4,1,12,1,1,1,2,4.7857141494751,3247,1,262481,1,22.2222222222222,77.7777777777778
2006,2,42,1,1,1,60,4,2,2,14,2,1,1,2,12.8205127716064,6278,1,262481,4,20.7142857142857,79.2857142857143
2001,1,47,2,1,1,55,2,5,NA,30,1,1,1,2,4.90000009536743,6040,3,262491,2,26.3888888888889,73.6111111111111
2001,1,27,1,1,1,44,4,4,1,8,1,2,1,2,6.29370594024658,3618,4,262511,2,25.974025974026,74.025974025974
2006,2,35,1,1,1,45,2,1,2,10,1,1,1,2,12.1794872283936,5952,1,262511,4,22.8758169934641,77.124183006536
2001,1,33,2,1,1,44,5,4,1,18,1,1,1,2,7.95198059082031,6813,5,262531,2,25.1851851851852,74.8148148148148
2001,1,49,1,1,1,40,5,1,3,33,1,3,1,2,14.9038467407227,6542,1,262551,3,23.2142857142857,76.7857142857143
2001,1,37,1,1,1,40,3,1,4,16,1,1,1,2,19.1873588562012,3410,1,262571,4,27.1317829457364,72.8682170542636
2001,1,51,1,1,1,55,3,2,2,35,1,3,1,2,10.4895105361938,7000,3,262591,1,25.2032520325203,74.7967479674797
2001,1,54,1,1,1,37,1,1,2,38,1,3,1,2,7.93118190765381,6470,1,262621,1,29.7619047619048,70.2380952380952
2001,2,38,1,1,1,40,2,2,2,20,1,1,1,2,8.65384578704834,6616,3,262631,1,25.503355704698,74.496644295302
2001,1,38,1,1,1,36,3,1,2,19,1,1,1,2,11.2179489135742,6337,1,262641,3,23.5294117647059,76.4705882352941
2006,1,38,2,1,1,50,3,5,NA,16,1,3,1,2,7,3530,5,263032,1,19.327731092437,80.672268907563
2006,2,32,1,1,2,16,5,3,2,10,1,1,1,2,5.59999990463257,2939,1,263042,1,21.3114754098361,78.6885245901639
2006,2,38,1,1,1,40,2,2,1,21,1,1,1,2,NA,5952,5,263112,2,22.9299363057325,77.0700636942675
2006,1,23,1,1,1,40,3,1,4,1,1,NA,1,2,8.17307662963867,10261,1,263132,1,27.9279279279279,72.0720720720721
2006,1,37,1,1,1,37,4,3,1,21,2,1,1,2,10.1351346969604,3340,3,263152,1,19.4174757281553,80.5825242718447
2001,2,52,1,1,1,38,4,3,1,37,1,2,1,2,5.31376504898071,2742,5,263161,1,28.099173553719,71.900826446281
2001,2,30,2,1,2,20,2,5,NA,9,1,NA,1,2,4.25,3243,6,263181,1,10.5263157894737,89.4736842105263
2006,2,32,1,1,1,35,5,1,2,16,2,1,1,2,8.79120922088623,5647,1,263182,1,23.2323232323232,76.7676767676768
2001,2,49,1,1,1,40,3,1,3,34,1,3,1,2,6.73076915740967,5124,1,263201,3,23.1707317073171,76.8292682926829
2001,2,21,1,1,1,38,2,2,1,1,1,NA,3,2,5,3069,1,263211,2,20.4081632653061,79.5918367346939
2006,1,27,1,1,1,30,4,3,1,6,1,3,1,2,5.28000020980835,4620,2,263212,1,19.6078431372549,80.3921568627451
2001,2,41,2,1,2,20,2,5,NA,23,2,3,1,2,7.33634328842163,2960,6,263241,1,20.6349206349206,79.3650793650794
2006,2,50,2,1,2,20,1,5,NA,35,2,1,1,2,6,8456,6,263252,2,16,84
2006,1,46,2,1,1,50,4,5,NA,27,2,3,1,2,6.69999980926514,3418,5,263272,1,13.1868131868132,86.8131868131868
2006,2,32,1,1,1,45,5,2,2,10,2,3,1,2,6.41025638580322,2824,1,263322,1,28.2828282828283,71.7171717171717
2006,1,35,1,1,1,36,2,1,2,6,2,3,1,2,10.6837606430054,3260,1,263402,4,20.1680672268908,79.8319327731092
2006,1,53,1,1,1,40,4,1,4,37,1,1,1,2,8.41346168518066,6810,1,263432,1,23.5668789808917,76.4331210191083
2001,2,39,1,1,2,22,4,3,1,12,1,2,1,2,4.34000015258789,3057,5,263441,1,18.8679245283019,81.1320754716981
2001,1,28,2,1,1,45,3,5,NA,11,1,2,1,2,5.17999982833862,3618,6,263461,1,9.30232558139535,90.6976744186046
2006,1,42,2,1,1,40,3,5,NA,25,1,NA,1,2,5,3213,5,263462,NA,17.1428571428571,82.8571428571429
2006,1,47,1,1,1,55,3,4,1,25,1,1,1,2,9,6425,1,263472,1,29.6296296296296,70.3703703703704
2001,1,30,1,1,1,40,2,5,NA,10,1,3,1,2,5.90000009536743,3724,3,263481,1,39.4366197183099,60.5633802816901
2001,2,31,1,1,1,37,4,1,2,14,1,1,1,2,5.19750499725342,2890,3,263521,1,17.1428571428571,82.8571428571429
2001,2,53,2,1,1,39,2,1,1,36,1,1,1,2,4.17000007629395,2900,5,263531,1,29.1666666666667,70.8333333333333
2001,1,27,1,1,1,45,4,3,1,9,1,1,1,2,6.28999996185303,3365,2,263551,3,25.2873563218391,74.7126436781609
2001,2,25,1,1,1,40,4,1,2,6,1,1,1,2,7.21153879165649,6139,3,263641,2,28.3018867924528,71.6981132075472
2006,2,28,1,1,2,25,4,1,2,2,3,NA,1,2,NA,3696,1,264011,1,26.0504201680672,73.9495798319328
2001,2,33,1,1,1,37,4,3,2,15,2,1,1,2,9.80000019073486,2841,1,264021,4,20.1923076923077,79.8076923076923
2006,1,55,1,1,1,35,3,1,1,35,2,1,1,2,12.0879125595093,3106,4,264081,2,26.4705882352941,73.5294117647059
2001,1,58,2,1,1,40,3,3,8,40,3,1,1,2,14.9038467407227,6011,1,264101,2,22.962962962963,77.037037037037
2001,2,42,1,1,1,40,2,1,1,26,1,1,1,2,NA,5124,5,264111,1,23.9130434782609,76.0869565217391
2001,2,30,1,1,1,38,4,1,2,9,1,1,1,2,8.60323810577393,6616,1,264121,3,23.728813559322,76.271186440678
2001,1,26,1,1,1,37,2,1,3,9,2,1,1,2,9.35550880432129,7244,1,264141,4,25.4385964912281,74.5614035087719
2001,1,35,1,1,1,41,2,1,4,19,1,1,1,2,16,3690,1,264161,3,25.4237288135593,74.5762711864407
2006,2,21,2,1,1,40,2,5,NA,3,1,1,1,2,5.75,3504,4,264161,1,23.8532110091743,76.1467889908257
2001,2,25,1,1,2,20,2,2,2,7,2,1,1,2,5.28846168518066,6139,3,264171,1,18.4210526315789,81.5789473684211
2006,1,51,1,1,1,37,3,2,3,35,1,3,2,2,NA,6363,3,264181,4,27.2727272727273,72.7272727272727
2001,1,31,1,1,1,37,5,2,1,16,1,3,1,2,8,3224,5,264191,1,23.8095238095238,76.1904761904762
2001,1,47,1,1,1,60.0000038146973,2,3,1,30,1,1,1,2,NA,6542,4,264201,1,21.7687074829932,78.2312925170068
2006,1,60,2,1,2,20,2,4,7,35,1,NA,1,2,5.05000019073486,3385,5,264211,1,20,80
2001,2,44,1,1,1,35,4,1,3,23,2,1,1,2,NA,2710,3,264221,4,23.6111111111111,76.3888888888889
2006,1,29,2,1,1,48,2,5,NA,6,1,3,1,2,5.05000019073486,13955,2,264221,1,0,100
2001,2,22,2,1,2,16,3,5,NA,6,1,2,4,2,3.70000004768372,6882,5,264241,2,28.099173553719,71.900826446281
2001,2,29,2,1,1,50,3,3,2,6,2,1,1,2,8.07692337036133,6494,3,264261,4,23.9130434782609,76.0869565217391
2001,2,27,1,1,1,37,3,1,2,4,2,1,3,2,NA,3513,2,264271,4,22.962962962963,77.037037037037
2001,1,29,1,1,1,70,3,5,NA,13,1,1,1,2,11.5,7236,3,264281,2,22.7642276422764,77.2357723577236
2006,2,43,1,1,1,38,4,3,2,27,2,3,1,2,10.1214570999146,5150,3,264291,1,27.8260869565217,72.1739130434783
2006,2,42,2,1,2,-3,2,5,NA,20,2,3,1,2,NA,2575,6,264301,1,7.69230769230769,92.3076923076923
2001,2,37,1,1,1,37,5,1,2,15,2,1,1,2,11,2841,1,264311,3,24.4755244755245,75.5244755244755
2006,1,31,1,1,1,40,2,1,3,15,2,NA,1,2,8.65384578704834,13042,1,264311,1,25.1968503937008,74.8031496062992
2001,2,23,1,1,1,40,5,1,3,6,1,1,1,2,5,6139,1,264321,1,17.8571428571429,82.1428571428571
2001,2,53,1,1,2,20,5,1,1,38,1,1,1,2,5.19999980926514,2900,1,264331,3,21.1764705882353,78.8235294117647
2006,2,21,1,1,1,40,3,1,2,5,1,NA,1,2,6.49038457870483,3846,1,264341,1,27.2727272727273,72.7272727272727
2001,2,36,1,1,2,22,2,2,2,20,1,3,1,2,7.72727251052856,6114,1,264351,1,27.6595744680851,72.3404255319149
2006,2,33,2,1,1,28,2,4,7,10,1,1,1,2,4.64285707473755,2677,6,264351,1,25.5639097744361,74.4360902255639
2001,2,41,1,1,1,42,2,1,2,21,1,1,1,2,8.24175834655762,5124,1,264361,3,27.7777777777778,72.2222222222222
2001,1,35,1,1,1,37,3,2,2,16,2,1,1,2,7.48999977111816,3690,2,264381,4,23.0769230769231,76.9230769230769
2001,1,34,1,1,1,39,4,2,2,14,1,1,1,2,14.1099996566772,7380,1,264391,4,20.4918032786885,79.5081967213115
2006,2,41,2,1,2,14,2,4,7,19,2,3,1,2,5.14318704605103,5692,6,264401,1,25.7425742574257,74.2574257425743
2001,1,32,1,1,1,37,3,1,3,6,1,1,1,2,NA,6820,1,264411,4,26.5625,73.4375
2001,1,30,2,1,1,48,4,5,NA,14,1,1,1,2,4.8600001335144,7235,5,264431,NA,25,75
2006,2,47,1,1,1,40,5,1,2,31,2,1,1,2,NA,2716,1,264431,1,24.8322147651007,75.1677852348993
2006,2,56,2,1,2,9,1,5,NA,15,1,NA,1,2,5.05000019073486,2819,6,264441,1,0,100
2001,1,29,1,1,1,45,3,2,3,6,1,1,1,2,10,3919,1,264451,4,23.9669421487603,76.0330578512397
2001,2,33,1,1,1,30.0000019073486,2,2,2,13,2,NA,1,2,11,6479,1,264461,3,25.1908396946565,74.8091603053435
2001,1,48,1,1,1,37,5,2,1,32,1,3,1,2,NA,6040,1,264471,NA,28.0487804878049,71.9512195121951
2001,2,31,1,1,1,40,2,1,2,9,2,1,1,2,11.2669305801392,3057,2,264511,4,22.2222222222222,77.7777777777778
2001,2,56,2,1,1,28,4,4,1,36,1,1,1,2,NA,6334,4,264521,1,21.7391304347826,78.2608695652174
2001,1,42,1,1,1,37,4,1,1,26,2,1,1,2,8,3020,1,264531,3,31.304347826087,68.695652173913
2001,1,33,1,1,1,46,4,3,1,17,1,3,1,2,7.59999990463257,6813,3,264581,1,25.6410256410256,74.3589743589744
2001,2,53,1,1,2,30.0000019073486,2,2,1,25,2,1,1,2,5.30000019073486,5483,1,264591,1,18.3333333333333,81.6666666666667
2001,2,45,1,1,2,19,2,1,2,22,2,1,1,2,NA,2710,1,264611,4,34.8837209302326,65.1162790697674
2001,2,46,1,1,2,21,2,3,1,31,1,1,1,2,5,8880,4,264641,1,23.6842105263158,76.3157894736842
2001,1,22,1,1,2,27.0000019073486,2,3,2,0,1,1,1,2,NA,3838,5,265051,4,29.9065420560748,70.0934579439252
2006,2,49,1,1,2,16,4,4,1,25,NA,3,1,2,4.33025407791138,2827,3,265122,1,23.6111111111111,76.3888888888889
2001,2,58,1,1,1,32,3,1,2,37,1,1,1,2,9.31490421295166,2695,1,265161,1,27.1604938271605,72.8395061728395
2001,2,41,1,1,2,16,2,1,1,21,1,1,1,2,4.71999979019165,2932,1,265171,4,23.5294117647059,76.4705882352941
2001,2,30,2,1,2,16,NA,5,NA,7,1,3,1,2,3.55530476570129,3339,9,265191,1,22.9166666666667,77.0833333333333
2006,2,39,1,1,1,30,2,5,NA,22,1,3,1,2,NA,5917,1,265262,1,27.1929824561404,72.8070175438597
2006,1,33,2,1,1,40,NA,5,NA,14,1,NA,1,2,NA,3340,NA,265292,2,31.1320754716981,68.8679245283019
2006,2,21,2,1,2,16,2,5,NA,2,1,1,1,2,4.5,7279,3,265312,1,29.1139240506329,70.8860759493671
2006,1,24,1,1,1,40,3,1,3,5,1,1,1,2,11.7399997711182,4372,1,265322,2,31.1475409836066,68.8524590163934
2001,1,32,1,1,1,40,5,1,4,15,1,1,1,2,13.4615383148193,3690,1,265331,3,25.9259259259259,74.0740740740741
2006,1,34,1,1,1,38,2,1,1,17,1,3,1,2,7,7149,1,265342,1,20.7317073170732,79.2682926829268
2001,1,47,1,1,1,35,5,2,2,31,1,1,1,2,NA,6414,1,265361,1,24.2718446601942,75.7281553398058
2006,2,40,1,1,2,17,2,1,2,24,2,1,1,2,8.48416328430176,5222,1,265362,1,28.5714285714286,71.4285714285714
2006,1,42,1,1,1,36,2,1,3,15,1,2,1,2,7.59999990463257,6272,1,265372,3,28.7037037037037,71.2962962962963
2006,2,26,2,1,2,10,3,5,NA,9,2,3,1,2,5.78999996185303,3873,6,265392,1,25,75
2001,2,43,1,1,1,35,4,1,3,16,1,1,1,2,5.76923084259033,7686,1,265401,1,31.25,68.75
2001,1,52,1,1,1,35,2,1,3,26,1,2,1,2,15.3846158981323,3235,1,265411,4,25.4716981132075,74.5283018867924
2006,1,49,2,1,1,37,4,4,7,2,2,1,1,2,10,3156,4,265452,1,18.6274509803922,81.3725490196078
2001,2,55,1,1,1,40,5,2,2,35,2,1,1,2,11.2980766296387,6276,1,265481,1,21.7054263565891,78.2945736434108
2001,1,56,1,1,1,26,2,3,2,41,2,2,1,2,6,3428,1,265601,2,21.3592233009709,78.6407766990291
2001,1,25,1,1,1,32,3,2,3,7,1,1,1,2,8.713942527771,3622,2,265611,1,28.2828282828283,71.7171717171717
2006,1,40,1,1,1,35,4,1,3,14,2,3,1,2,15.9340667724609,3136,1,266021,4,26.984126984127,73.015873015873
2001,2,54,1,1,1,60.0000038146973,5,3,2,30,2,1,1,2,27.2435894012451,5800,2,266061,4,25.1851851851852,74.8148148148148
2001,2,54,1,1,1,24,5,1,2,36,2,1,1,2,6.69999980926514,2742,1,266071,1,24.1610738255034,75.8389261744966
2001,2,47,2,1,2,27.0000019073486,3,4,1,25,2,3,1,2,17.806266784668,5420,2,266091,4,24.3697478991597,75.6302521008403
2006,2,30,1,1,1,36,2,1,2,11,1,1,1,2,9.61538410186768,5647,1,266101,1,25.531914893617,74.468085106383
2001,1,50,1,1,1,55,3,1,2,29,1,1,1,2,12.2377614974976,3006,1,266121,4,26.0162601626016,73.9837398373984
2006,1,52,1,1,1,48,3,3,2,35,1,1,1,2,NA,3362,1,266141,NA,20,80
2001,2,39,1,1,1,48,3,2,2,22,2,2,1,2,8.81410312652588,6114,1,266161,2,26.8518518518519,73.1481481481482
2006,1,52,1,1,1,40,4,1,3,35,1,3,1,2,12.9807691574097,7467,1,266171,2,23.2323232323232,76.7676767676768
2006,1,20,1,1,1,37,3,3,1,3,1,3,1,2,7.79625797271729,12885,5,266191,1,26.271186440678,73.728813559322
2001,2,46,1,1,2,20,2,2,2,31,1,3,1,2,4.28893899917603,5420,1,266201,3,22.3684210526316,77.6315789473684
2001,2,58,1,1,1,37,3,1,2,38,2,1,1,2,6.73000001907349,5483,1,266211,1,26.6666666666667,73.3333333333333
2001,1,26,1,1,1,40,4,1,2,6,2,3,1,2,4.807692527771,10272,1,266221,1,33.3333333333333,66.6666666666667
2001,2,26,1,1,2,9,4,5,NA,10,1,3,1,2,6.66666650772095,7092,1,266231,1,23.2558139534884,76.7441860465116
2006,1,25,1,1,1,36,2,1,2,5,2,1,1,2,9.08119583129883,12803,1,266231,3,23.9130434782609,76.0869565217391
2006,1,44,1,1,1,40,3,3,1,28,1,2,1,2,9.85000038146973,3213,4,266241,1,18.8034188034188,81.1965811965812
2006,1,52,1,1,1,41,5,2,2,34,2,1,1,2,16.8855533599854,3106,1,266251,3,22.2222222222222,77.7777777777778
2001,2,42,1,1,1,48,4,1,4,26,2,1,1,2,16.0256404876709,2932,1,266261,3,25,75
2001,1,29,1,1,1,45,4,1,3,1,2,1,1,2,8.07692337036133,7676,1,266271,4,28.8461538461538,71.1538461538462
2006,1,51,1,1,1,39,4,5,NA,32,2,1,1,2,6.1399998664856,10156,1,266271,1,13.8888888888889,86.1111111111111
2001,2,48,1,1,1,55,5,1,3,27,2,3,1,2,7.51000022888184,5124,1,266301,4,22.1374045801527,77.8625954198473
2006,1,58,1,1,1,40,2,5,NA,40,1,1,1,2,6,3126,5,266301,1,25.3012048192771,74.6987951807229
2001,1,30,1,1,1,60.0000038146973,3,3,2,14,1,1,1,2,9.61538505554199,3690,5,266321,1,26,74
2001,2,41,1,1,2,20,3,1,2,23,1,1,1,2,6,5124,1,266351,1,19.7368421052632,80.2631578947368
2006,1,50,1,1,1,37,5,1,3,32,2,1,1,2,NA,3734,1,266351,4,24.8322147651007,75.1677852348993
2001,1,39,1,1,1,50,2,1,2,20,2,3,1,2,12.5,6337,1,266361,2,25.5813953488372,74.4186046511628
2006,2,40,1,1,2,21,3,1,2,22,3,1,1,2,10.9890108108521,5432,1,266361,3,25,75
2006,1,45,1,1,1,37,3,1,3,28,1,1,1,2,25.9875259399414,6876,5,266391,3,23.6486486486486,76.3513513513514
2006,2,45,1,1,2,22,2,1,2,27,1,3,1,2,10.4895105361938,2716,1,266411,3,25,75
2001,2,52,1,1,1,37,5,1,2,23,2,3,1,2,14.2931385040283,5800,3,266431,4,23.6842105263158,76.3157894736842
2001,1,47,1,1,1,40,3,1,4,25,2,3,1,2,15.3846158981323,9070,1,266441,4,23.2876712328767,76.7123287671233
2001,1,40,1,1,1,40,1,1,4,18,1,3,1,2,21.6346168518066,6542,1,266451,4,25.8426966292135,74.1573033707865
2006,2,47,1,1,2,15,5,3,1,29,1,2,1,2,5,5653,2,266451,1,17.8571428571429,82.1428571428571
2001,1,47,1,1,1,40,5,1,2,26,1,1,1,2,15.8653841018677,3023,1,266461,4,23.8095238095238,76.1904761904762
2001,2,57,1,1,2,20,2,1,2,34,2,1,1,2,4.69999980926514,2742,1,266471,2,28.7878787878788,71.2121212121212
2001,2,20,2,1,1,45,3,5,NA,2,2,NA,1,2,4.40000009536743,7092,2,266491,1,22.9166666666667,77.0833333333333
2001,1,38,1,1,1,40,3,3,2,22,2,3,1,2,12.0192308425903,6337,1,266511,1,24.2424242424242,75.7575757575758
2001,2,23,1,1,1,37,2,1,2,0,2,NA,1,2,4.20962715148926,6882,4,266521,4,24.5614035087719,75.4385964912281
2001,1,27,1,1,1,37,4,1,3,10,2,1,1,2,NA,3424,1,266581,1,31.3131313131313,68.6868686868687
2001,1,39,1,1,1,50,3,1,2,23,1,3,1,2,9.5,3617,1,266601,2,34.3283582089552,65.6716417910448
2001,1,32,1,1,1,36,2,1,4,16,2,1,1,2,6.80608940124512,3224,1,266611,3,28.7037037037037,71.2962962962963
2001,1,24,1,1,1,50,2,1,4,3,1,1,1,2,NA,3919,1,267011,2,26.8965517241379,73.1034482758621
2006,1,42,1,1,1,40,2,1,2,24,1,1,1,2,8.17307662963867,3438,3,267011,1,21.6,78.4
2006,2,60,2,1,1,40,4,5,NA,45,2,3,1,2,NA,5101,3,267061,1,23.9316239316239,76.0683760683761
2001,2,41,2,1,1,38,3,5,NA,25,1,3,1,2,NA,2708,5,267071,1,24.0963855421687,75.9036144578313
2006,2,55,2,1,1,36,3,4,1,20,1,1,1,2,5,2550,4,267071,1,21.3675213675214,78.6324786324786
2006,2,30,1,1,1,37,2,4,1,13,2,3,1,2,8.83575820922852,5354,4,267091,2,19.6969696969697,80.3030303030303
2001,1,30,1,1,1,40,2,1,2,14,1,1,1,2,11.5384616851807,6820,1,267101,3,28.0487804878049,71.9512195121951
