"year","sex","age","comp_use","employment","employment_type","hours_worked","employees_workplace","importance_comp","complexity_comp","experience","sector","skill_change","ethnicity","region","hourly_pay","weight","employees_comp","pid","highest_qualification","cognitive_PCA","interactive_PCA","physical_PCA"
2001,2,40,1,1,2,15.0000009536743,5,4,1,16,2,3,1,11,8.60000038146973,0.935789465904236,3,313611,4,0.682724661393789,0.754685989720055,0.75
2001,1,32,2,1,1,38,3,2,4,12,2,1,1,11,6,1.38396716117859,6,313641,1,0.420394349129216,0.3507500304187,0.297132975726205
2006,2,38,1,1,2,20,5,1,3,16,2,3,1,3,8.65384578704834,1.43444859981537,1,314011,3,0.584980477848554,0.584207030838272,0.180552010164177
2001,1,30,1,1,1,39,4,1,4,7,NA,1,1,11,10.848126411438,0.685570240020752,1,314021,4,0.781586612621115,0.700389840590421,0
2006,2,46,1,1,1,40,5,1,3,30,1,3,1,3,10.3365383148193,0.689894437789917,2,314051,1,0.816905899154135,0.721030289347772,0.106542112421599
2006,2,43,1,1,1,38,2,1,1,23,2,1,1,3,NA,0.663225054740906,6,314071,3,0.822279255678257,0.784622757964643,0.45364189096646
2001,2,48,2,1,1,36,4,5,NA,31,2,3,1,11,4.15999984741211,0.54995459318161,9,314081,1,0.0399538032809189,0.234181966496524,0.137319807093806
2001,2,52,2,1,2,0,3,4,9,32,3,1,1,11,4.90000009536743,0.571011304855347,9,314131,1,0.68087555739866,0.78241351302473,1
2006,1,43,1,1,1,60,2,2,2,25,1,1,1,3,27.2435894012451,1.5931978225708,1,314131,1,0.751298784557452,0.79669588692108,0.189815996611941
2001,2,50,2,1,1,60.0000038146973,2,3,2,30,1,1,1,11,8.9743595123291,1.00131547451019,1,314161,1,0.553819371397615,0.739407546322722,0.203655110562714
2006,2,22,1,1,1,40,3,1,2,2,1,1,1,3,10.0961542129517,1.97887098789215,1,314161,1,0.630749080964665,0.840143261660274,0.106542112421599
2006,2,59,1,1,1,40,2,1,2,39,1,3,1,3,12.5,1.44017028808594,1,314171,1,0.861616851042154,0.653267993776682,0.0678850368542381
2001,2,38,2,1,2,24,4,5,NA,20,1,1,1,11,5.92000007629395,1.13491916656494,5,314191,1,0.557146748274177,0.324193409117826,0.604979159440015
2006,2,47,1,1,1,32,4,1,1,28,1,2,1,3,5.80000019073486,0.717967450618744,1,314211,1,0.773170680232365,0.903498163012295,0.931340096453097
2001,2,46,1,1,2,12,4,3,2,24,2,1,1,11,21.7299995422363,1.00714552402496,1,314221,4,0.712215932587007,0.72465827018097,0.726135252505053
2001,2,43,1,1,2,29,4,1,1,25,1,3,1,11,4.32000017166138,0.503572881221771,1,314261,1,0.499874490580657,0.726468929341304,0.378843906934962
2001,2,53,2,1,1,39,2,5,NA,15,1,1,1,11,4.05162954330444,1.14311397075653,6,314271,1,0.612563012561949,0.834759452087538,0.264613980643438
2006,1,43,1,1,1,40,3,2,2,23,1,1,1,3,11.5384616851807,0.815987169742584,3,314271,3,0.767545367082484,0.930244746712744,0.3032710562108
2001,2,52,1,1,2,30.0000019073486,2,2,1,25,1,1,1,11,3.76222705841064,1.07766771316528,1,314281,1,0.344157744051686,0.416087536978857,0.25
2006,1,41,1,1,1,45,3,1,3,25,1,1,1,3,10.2643060684204,1.63197362422943,1,314291,2,0.838913539968677,0.818976278189606,0.3032710562108
2001,1,41,1,1,1,60.0000038146973,1,2,2,15,3,3,1,11,4.64743614196777,1.12343645095825,6,314301,4,0.848885151627486,0.871478789763957,0.264613980643438
2006,1,39,1,1,1,50,3,1,2,18,1,3,1,3,38.4615364074707,1.81580793857574,1,314311,4,0.747879991737042,0.882349858381673,0.135770073708476
2006,1,48,1,1,1,40,5,1,2,30,1,2,1,3,14.9038467407227,1.91520953178406,1,314321,1,0.750618740889736,0.683605658357912,0.348854298551675
2001,2,26,1,1,1,37,5,1,2,2,1,NA,1,11,NA,2.61102533340454,1,314331,4,0.670009221977841,0.933566009560211,0.227698205486637
2006,2,56,1,1,1,40,3,2,1,37,1,2,1,3,NA,0.71591454744339,4,314341,2,0.562683629750042,0.553685688262774,0.326360937013082
2001,1,38,1,1,1,45,4,3,2,18,1,1,1,11,38.461540222168,0.685570240020752,2,314351,4,0.89890438759391,0.929077460096174,0.135770073708476
2006,2,48,1,1,1,45,5,1,2,20,2,1,1,3,NA,0.663225054740906,1,314351,4,0.922189149453464,0.98365813830711,1
2001,2,58,2,1,2,20,3,5,NA,34,1,1,1,11,4.55000019073486,0.571011304855347,6,314361,2,0.602862786790607,0.793396981105728,0.393457887578401
2006,2,42,1,1,2,24,3,3,2,26,1,1,1,3,9,0.689894437789917,5,314361,1,0.330887976116478,0.553710665935396,0.250774866692665
2001,2,29,1,1,1,45,3,1,3,13,1,1,1,11,10.2564096450806,1.3055123090744,1,314381,3,0.770492095053288,0.680244746712745,0.484611152663897
2001,2,58,2,1,2,24,4,5,NA,21,2,1,1,11,4.63000011444092,0.588463425636292,1,314391,1,0.12848346340953,0.269502544313848,0.570222856528487
2006,1,58,1,1,1,40,4,3,1,43,1,3,1,3,NA,1.71976828575134,1,314391,2,0.641732734078199,0.603738168211972,1
2001,1,36,2,1,1,38,3,5,NA,13,2,1,1,11,5.19999980926514,0.69198340177536,6,314401,2,0.578377446765974,0.540639673456506,0.939815996611941
2006,2,50,1,1,1,56,4,3,2,25,1,1,1,3,9.2719783782959,0.789591193199158,5,314411,1,0.678553167519292,0.84569835479254,0.431340096453097
2006,2,46,1,1,2,30,3,1,1,25,1,3,1,3,5.90000009536743,1.43593490123749,1,314431,1,0.482364447321518,0.469103177048704,0.243861919515405
2001,1,39,2,1,1,55,2,5,NA,13,1,1,3,11,8.3636360168457,0.672102570533752,6,314451,3,0.497010352955447,0.463251246283794,0.590961698060266
2006,2,35,1,1,1,40,4,1,4,18,3,1,1,3,NA,0.755894601345062,1,314471,2,0.80918438701245,0.695807633307985,0.113455059598859
2001,2,43,1,1,2,27.0000019073486,3,2,2,15,2,1,1,11,5.13000011444092,1.06728935241699,4,314481,2,0.757528058048915,0.681262197938571,0.5532710562108
2001,1,43,1,1,1,29,4,3,2,20,2,3,1,11,16.4863395690918,0.561718463897705,2,314501,4,0.616939736957219,0.703051672694587,0.189815996611941
2001,2,48,1,1,1,30.0000019073486,4,3,1,19,2,1,1,11,21.7299995422363,1.00714552402496,1,314511,4,0.801816507387908,0.87838207817832,0.378069040242297
2006,2,42,1,1,1,37,2,1,2,20,2,1,1,3,16.6320171356201,1.45418262481689,1,314511,2,0.901785088491135,0.955799536699108,0.1967289437892
2006,1,33,1,1,1,37,3,1,4,14,2,1,1,3,10.3950099945068,1.99107933044434,1,314521,2,0.938425872351276,0.686701276220324,0.273268228231258
2001,1,29,2,1,1,40,4,4,9,13,1,3,1,11,4.09999990463257,0.73493880033493,6,314581,1,0.357331480722922,0.576633564028996,0.318659903546903
2001,2,43,1,1,1,36,4,1,4,26,3,1,1,11,13.0876064300537,0.503572881221771,1,314601,3,0.743306068581306,0.696799668572968,0.726135252505053
2001,1,24,1,1,1,0,4,2,2,8,2,1,1,11,7.30769205093384,1.42764735221863,1,314631,2,0.729948366858452,0.579577218690562,0.8032710562108
2001,1,45,1,1,1,42,2,1,1,30,1,1,1,11,10,1.12230002880096,4,314641,1,0.807158670124885,0.76157200862413,0.939815996611941
2006,1,59,2,1,1,40,4,5,NA,44,1,3,1,3,6.19999980926514,0.793931722640991,3,315012,2,0.415331074313347,0.637940899864272,0.674427149275837
2006,2,23,1,1,1,37,5,1,2,2,2,1,1,3,11.0031185150146,1.97887098789215,2,315092,1,0.831009297609433,0.447145296200593,0.0532710562107996
2001,1,52,1,1,1,44,5,3,2,31,2,3,1,11,20.9790210723877,1.11693274974823,1,315101,4,0.714705515409412,0.79955441854562,0.159813168632399
2006,2,54,1,1,1,25,4,4,2,27,2,1,1,3,8.5,1.29559648036957,1,315102,2,0.843029553314077,0.670585447843305,0.271540147416953
2001,1,32,1,1,1,40,2,3,1,14,1,3,1,11,7.5,1.34420549869537,1,315121,1,0.610330117870918,0.587367275171007,0.932114963145762
2006,2,32,1,1,1,30,2,3,2,10,1,1,1,3,5.90000009536743,0.74640941619873,1,315122,1,0.348676650206966,0.755591041482599,0.408250215650814
2001,2,58,1,1,1,35,2,4,1,35,1,3,1,11,5.19999980926514,0.50938355922699,1,315131,1,0.492065442772277,0.790985771659238,0.311746956369644
2006,1,38,2,1,1,40,3,3,7,10,1,1,3,3,6.25,1.63352620601654,2,315162,4,0.814512681645542,0.800666436453173,0.932114963145762
2006,2,47,1,1,1,50,4,1,2,25,2,1,1,3,14.423077583313,1.59454751014709,1,315192,2,0.879231425677974,0.941761486627857,0.371156093065038
2001,2,33,1,1,2,20,2,1,1,17,1,1,1,11,4.53000020980835,0.568034529685974,3,315211,1,0.833684591677217,0.827715641725147,0.932114963145762
2006,2,54,1,1,1,42,4,3,2,18,2,3,1,3,14.6520156860352,1.57918238639832,1,315212,2,0.733540233272086,0.772806925981842,0.128069040242297
2001,1,34,1,1,1,40,5,4,1,15,1,1,1,11,5.59999990463257,1.38396716117859,5,315231,1,0.229667065555613,0.146947505111211,1
2006,1,48,1,1,1,55,4,1,2,30,1,3,1,3,15.7342662811279,1.74661707878113,1,315252,1,0.824441145151984,0.972141398391997,0.0678850368542381
2001,1,31,1,1,1,48,2,3,2,13,1,3,1,11,6.89102554321289,0.685570240020752,4,315271,3,0.762242948001194,1,0.469997172020458
2001,2,25,1,1,1,37,3,2,1,8,1,1,1,11,3.75,0.65275627374649,1,315291,1,0.788924625909655,0.855348598348095,0.863455059598859
2001,1,26,1,1,1,39,2,3,1,9,1,3,1,11,4.69999980926514,0.73493880033493,3,315321,1,0.184695583618823,0.349641627898377,0.795570022744621
2006,1,43,1,1,1,55,3,2,2,25,1,3,1,3,12.5874118804932,1.74661707878113,2,315322,1,0.67110757505255,0.782548120831894,0.5532710562108
2006,2,27,2,1,2,12,2,5,NA,6,1,3,1,3,6,1.96741020679474,6,315342,1,0.235109100820175,0.221029380484444,0.5532710562108
2001,1,50,1,1,1,37,5,3,1,30,1,3,1,11,12.4740123748779,0.656411051750183,4,315351,2,0.355528577337712,0.469811700234407,1
2006,2,21,1,1,2,-3,5,1,3,0,2,1,1,3,6.1100001335144,2.81645369529724,1,315352,1,0.683138883481528,0.803711574798725,0.810958870080724
2001,2,22,1,1,2,16,4,5,NA,4,1,3,1,11,5,0.602685153484344,3,315361,1,0.0639381280499756,0.310488315973086,0.613455059598859
2006,2,46,1,1,2,20,1,3,1,7,1,3,1,3,14.423077583313,1.32644975185394,1,315392,1,0.716148263078851,0.417615988890078,0.347278125973836
2001,2,42,1,1,2,16,2,1,1,23,2,1,1,11,5,0.476049691438675,1,315411,1,0.448072283374286,0.701851344199128,0.409634821203424
2001,2,49,1,1,1,40,5,2,1,17,1,3,1,11,4.34999990463257,1.64986395835876,3,315421,2,0.257921712397732,0.444188230102268,0.75
2006,2,37,1,1,2,20,3,2,2,14,1,2,1,3,5.05000019073486,1.50303363800049,1,315422,1,0.655425992411842,0.58391576463617,0.726910119197718
2006,1,24,1,1,1,37,5,1,4,3,1,1,1,3,6.69438648223877,2.16804575920105,1,315442,1,0.79080195174855,0.749130896587789,0.106542112421599
2001,2,55,1,1,1,45,5,5,NA,30,1,2,1,11,4.80999994277954,1.52815043926239,1,315451,1,0.308067282052961,0.511956185803144,0.333452231619317
2006,2,45,2,1,1,30,3,5,NA,24,2,1,1,3,6.48999977111816,2.61640572547913,5,315452,1,0.830795092908663,0.784622757964643,0.469818824591483
2001,1,36,2,1,1,84,3,1,4,17,1,1,1,11,8.01282024383545,0.672102570533752,1,315471,1,0.627943032541095,0.611359505701029,0.476910119197718
2006,1,39,2,1,1,35,2,5,NA,23,1,3,1,3,5.7142858505249,1.65631198883057,4,315482,1,0.742524957867244,0.494561657234951,0.410409687896088
2006,1,58,1,1,1,45,3,1,2,39,2,3,1,3,21.3675212860107,0.864893138408661,1,315522,2,0.709676878005396,0.900307978468157,0
2001,2,45,1,1,1,37,4,2,2,19,1,1,1,11,5.71725606918335,1.40368366241455,5,315531,1,0.635598184235283,0.680684274845066,0.1967289437892
2001,1,35,2,1,1,0,2,3,1,18,1,1,1,11,5.45454549789429,0.632982075214386,3,315551,2,0.765110128230663,0.711907874060574,0.871930959757703
2001,2,22,1,1,2,14,5,1,2,2,1,1,1,11,7.14285707473755,1.12110471725464,1,315561,4,0.765752756458258,0.877848806344205,0.213084224843199
2001,2,51,2,1,2,12,3,5,NA,25,2,3,1,11,4.75,1.14202260971069,1,315571,1,0.409458151738841,0.642575706014391,0.50154973338533
2001,2,23,1,1,2,15.0000009536743,2,2,1,6,1,2,1,11,4.09999990463257,1.80988740921021,2,315581,2,0.33690326500592,0.314936139648408,0.638107893382726
2001,2,37,1,1,1,37,5,1,2,18,1,1,1,11,10.3950099945068,0.536988258361816,1,315601,3,0.685247497464697,0.46462902854921,0.159813168632399
2001,1,50,1,1,1,60.0000038146973,2,1,4,28,1,1,4,11,16.0256404876709,0.636943817138672,1,315631,4,0.56270044416738,0.574434505886511,0.415951249116994
2001,1,29,1,1,1,39,2,2,2,13,1,1,1,11,6.90335321426392,1.45625448226929,3,315641,1,0.49084069052751,0.74574409840667,0
2006,2,27,1,1,1,60,4,2,2,5,2,1,1,3,8.9743595123291,1.08494091033936,3,316011,2,0.625473178650062,0.82558138339961,0.386544940401141
2006,2,28,1,1,1,37,4,1,3,12,2,3,1,3,NA,1.87763547897339,1,316021,2,0.841288333732172,0.812481359572645,0.453820238395435
2001,1,36,1,1,1,50,3,1,2,13,1,1,1,11,16.9230766296387,0.633623480796814,1,316061,4,0.887776772102454,0.878915350012435,0.55093323653655
2001,2,25,1,1,1,40,3,1,2,1,2,NA,1,11,10,1.12110471725464,1,316071,4,0.346084034789835,0.38659352756211,0
2006,1,44,2,1,1,40,2,3,2,26,1,1,1,3,14.423077583313,1.91520953178406,3,316071,3,0.664161703403763,0.711173079647208,0.9467289437892
2006,2,32,1,1,2,27,2,3,2,13,2,3,1,3,9.25925922393799,0.71722424030304,1,316081,1,0.589695241495152,0.664784733691794,0.317885036854238
2001,1,50,1,1,1,50,2,1,2,34,1,3,1,11,12.692307472229,1.20210254192352,1,316101,4,0.807811941698309,0.738840809992307,0
2006,2,35,1,1,1,37,2,1,2,11,3,3,1,3,NA,1.51178932189941,1,316121,1,0.941895304339748,0.881129033319512,0
2006,1,36,1,1,1,45,2,1,2,19,1,1,1,3,NA,0.907904267311096,5,316141,1,0.586207748305226,0.844525239918499,0.333273884190341
2006,1,53,2,1,1,45,3,5,NA,36,1,3,1,3,6,0.793931722640991,5,316161,1,0.315591802456116,0.185507664779581,0.501562952981584
2006,2,41,1,1,1,80,4,1,3,18,1,1,1,3,5.19630479812622,1.45418262481689,5,316191,1,0.973204208588996,1,0.725360385812388
2001,2,43,1,1,1,38,5,3,2,20,2,1,1,11,NA,0.503572881221771,1,316201,4,0.720402200450247,0.944282796783995,0.106542112421599
2006,2,45,1,1,1,37,5,1,2,27,2,1,1,3,12.9937629699707,0.663225054740906,1,316201,2,1,0.93463255322844,1
2001,1,40,1,1,1,0,4,2,1,16,2,1,3,11,NA,0.561718463897705,1,316211,4,0.951685844597743,0.892645773234625,0.931340096453097
2006,1,53,2,1,1,39,4,4,7,33,1,3,1,3,11.8343191146851,0.793931722640991,5,316211,NA,0.637174163253058,0.929077460096174,0.551708103229215
2001,2,23,2,1,1,40,4,4,1,3,1,1,1,11,NA,1.80988740921021,1,316221,3,0.705596842495435,0.576639392286467,0.871930959757703
2006,1,39,1,1,1,45,5,1,2,23,2,2,1,3,NA,1.81580793857574,2,316231,3,0.797704964362422,0.780821761728652,0.0532710562107996
2001,2,51,1,1,1,35,3,3,2,16,3,2,1,11,5.80457925796509,1.01876735687256,5,316241,4,0.684560416050258,0.442643335299797,0.106542112421599
2006,2,39,1,1,1,48,4,1,1,23,2,1,1,3,14,1.51178932189941,1,316241,1,0.612778638055206,0.784622757964643,0.355767245728934
2001,2,51,1,1,1,37,4,1,3,25,1,1,1,11,8.05613327026367,0.50938355922699,1,316251,3,0.441612616737707,0.439981503195631,0.726135252505053
2006,2,55,1,1,2,20,2,1,2,35,1,3,1,3,NA,0.683246612548828,5,316251,3,0.575333411457822,0.163138535086798,0
2001,1,50,1,1,1,55,4,1,2,24,2,3,1,11,24.4755229949951,1.20210254192352,1,316281,4,0.903041925589794,0.855331328837807,0
2006,1,30,1,1,1,38,3,1,3,5,1,1,1,3,12.6518220901489,0.995539665222168,5,316291,2,0.66067609241721,0.563677591653896,0.423639062986918
2001,1,27,1,1,1,48,1,2,2,10,1,1,1,11,10.817307472229,0.625276923179626,5,316301,2,0.687324766818873,0.659385304207743,0.106542112421599
2001,1,42,1,1,1,50,3,1,3,21,1,3,1,11,39.230770111084,0.607770323753357,1,316311,4,0.819883500775318,1,0.317885036854238
2006,1,57,1,1,1,37,4,1,3,42,1,1,1,3,9.98999977111816,1.58786416053772,5,316311,2,0.98917269200191,0.966783004780105,0.863455059598859
2001,2,41,1,1,2,10,2,2,1,18,2,1,1,11,35,1.00714552402496,1,316331,4,0.768371332726379,0.795942798359381,0.166726115809658
2006,2,55,1,1,1,40,3,5,NA,30,1,2,1,3,6.36999988555908,1.29559648036957,4,316331,2,0.626714854834036,0.74153784207514,0.604979159440015
2001,2,45,1,1,1,40,2,1,3,16,2,3,1,11,16.8269233703613,0.503572881221771,1,316341,4,0.794836900964455,0.540542628139686,0.0601840033880591
2001,2,37,1,1,1,45,4,1,2,17,1,1,1,11,25,0.527789294719696,1,316351,3,0.846467088185726,0.673839870526951,0.135770073708476
2001,1,48,1,1,1,60.0000038146973,2,2,2,31,1,1,1,11,12.1794872283936,1.21554064750671,1,316361,2,0.793991963881629,0.972141398391997,0.484597933067642
2006,2,23,1,1,1,42,2,1,2,5,1,1,1,3,5.40293025970459,1.97887098789215,1,316371,1,0.962782772688506,0.9110658015641,0.136544940401141
2001,1,38,1,1,1,40,2,2,2,18,1,1,1,11,6.73076915740967,1.37114071846008,1,316381,3,0.868367157991364,0.972141398391997,0.453820238395435
2006,2,39,1,1,1,37,3,3,2,14,2,1,1,3,10.1351346969604,1.36002624034882,1,316381,1,0.343981596336656,0.652466829774603,0.204429977255379
2006,1,37,1,1,1,40,3,1,3,19,1,2,1,3,8.08314037322998,0.848312199115753,4,316401,1,0.821451818791326,0.638293647724573,0.863455059598859
2006,2,40,1,1,1,39,3,1,2,18,1,1,1,3,6.90000009536743,1.43593490123749,1,316421,1,0.907806220800604,0.855574243333149,0.802496189518135
2006,2,39,2,1,1,37,3,5,NA,21,2,3,1,3,6.5,1.4125599861145,5,316431,1,0.395651780405653,0.258855816674275,0.750774866692665
2001,1,41,1,1,1,45,4,1,2,18,1,1,1,11,19.230770111084,0.607770323753357,1,316451,4,0.96432482806694,0.818976278189606,0.0532710562107996
2006,2,31,1,1,1,37,5,2,2,8,2,1,1,3,12.9937629699707,1.37899649143219,1,316451,1,0.73957344787812,0.787902984939949,0.689815996611941
2001,1,40,1,1,1,25,2,3,1,24,1,1,1,11,26.9230766296387,0.595830798149109,1,316461,2,0.832411567327828,0.639446230929179,0.726135252505053
2006,2,39,1,1,2,32,5,1,3,22,2,1,1,3,NA,1.43444859981537,1,316471,1,0.951345649990891,0.809823056972315,0.25
2006,2,44,1,1,2,1,3,4,2,10,2,NA,1,3,5.84999990463257,1.44576060771942,1,316481,1,0.268981137929864,0.708736454239875,0
2001,2,53,2,1,2,0,2,3,1,22,2,3,1,11,22,1.07766771316528,1,316491,4,0.234686982671957,0.507875265400865,0.120368006776118
2001,2,52,1,1,2,15.0000009536743,4,2,1,37,1,1,1,11,NA,1.07766771316528,1,316501,1,0.891597153060869,0.9110658015641,0.568659903546903
2001,2,46,1,1,1,37,3,1,2,25,2,1,1,11,12.9937629699707,0.503572881221771,1,316511,4,0.650095139631856,0.679132728805191,0.1967289437892
2006,1,54,1,1,1,45,4,1,1,39,2,1,1,3,13,2.59468007087708,1,316521,1,0.74390800522877,0.690449239696093,0.264613980643438
2001,1,24,1,1,1,40,2,5,NA,5,1,2,1,11,3.88000011444092,2.14147090911865,1,316541,2,0.607762010758975,0.552790428154075,1
2001,1,34,1,1,1,60.0000038146973,4,1,4,10,2,1,1,11,11.6999998092651,1.26724648475647,1,316561,4,0.801739635122755,0.479692676296843,0.29635810903354
2001,1,48,1,1,1,49,3,1,3,29,2,1,1,11,11.7739410400391,1.12343645095825,1,316571,3,0.62557719700249,0.792662571384075,0.29635810903354
2001,1,33,1,1,1,54.0000038146973,2,1,2,17,1,1,1,11,4.62962961196899,1.17746210098267,1,317011,3,0.854926625514937,0.883207199956098,0.507701033466179
2006,2,27,2,1,2,16,2,5,NA,11,1,3,1,1,NA,1.78022038936615,6,317021,1,0.394028789114618,0.50349328714264,0.333452231619317
2006,1,44,1,1,1,40,3,1,2,28,1,1,1,1,7.5,2.44796109199524,1,317041,1,0.618781011222981,0.745473061426582,0.795570022744621
2001,2,32,2,1,2,15.0000009536743,5,5,NA,10,2,9,1,11,4,1.2407066822052,9,317061,1,0.300485814765811,0.446828694702102,0.818659903546903
2006,1,46,2,1,1,44,2,5,NA,30,1,3,1,1,13.25,1.63197362422943,5,317071,1,0.681485832998453,0.791892213312088,1
2006,1,55,1,1,1,50,3,1,3,30,2,3,1,1,NA,0.948376834392548,1,317091,4,0.744643373525449,0.917757419701435,0.682114963145762
2001,2,54,1,1,1,55,4,1,2,31,1,1,1,11,8.39160823822021,1.61650204658508,1,317101,3,0.74026294536594,0.771162545103503,0.674427149275837
2006,1,30,1,1,1,40,5,1,3,11,1,3,1,1,6.30000019073486,1.66682755947113,1,317111,1,0.354752240139019,0.338321501620245,0.478473072179302
2001,1,32,1,1,1,35,2,2,2,15,1,1,1,11,9.89011001586914,1.17746210098267,1,317121,1,0.573146425255114,0.608236075437315,0.136544940401141
2001,1,30,1,1,1,35,1,2,1,14,1,1,1,11,8.10000038146973,1.17746210098267,1,317131,4,0.875488008880989,0.80271910124552,0.25
2006,2,36,1,1,1,37,3,1,1,12,2,1,1,1,5.23000001907349,0.74640941619873,1,317131,1,0.691175687774398,0.673549513188179,0.324797984031498
2001,2,59,1,1,2,30.0000019073486,2,2,2,33,2,1,1,11,11.5384616851807,1.00131547451019,1,317141,3,0.930036227557873,0.701272598125689,0.726910119197718
2001,1,32,2,1,1,55,2,4,9,15,1,3,1,11,10.4895105361938,0.685570240020752,1,317161,1,0.631699364204405,0.452584845057453,0.484611152663897
2006,1,41,1,1,1,37,1,1,3,19,2,3,1,1,29,0.873308181762695,1,317171,4,0.708454263812617,0.923693650523438,0.0532710562107996
2001,2,45,2,1,2,28,3,5,NA,13,2,1,1,11,16.4835166931152,0.503572881221771,4,317181,4,0.699470121134713,0.63409175515194,0.65037083475566
2006,1,57,2,1,1,37,4,5,NA,42,1,3,1,1,10,1.58786416053772,6,317181,1,0.434930208926419,0.223334100969412,0.75
2006,1,25,1,1,1,40,2,1,3,6,1,1,1,1,6.875,1.08402252197266,1,317231,NA,0.677360584210519,0.61261805369554,0.75
2001,1,34,1,1,1,60.0000038146973,2,3,2,18,1,3,1,11,10.7371797561646,0.685570240020752,5,317241,2,0.740463820261184,0.80482268384295,0.415951249116994
2006,1,27,1,1,1,37,4,1,4,10,2,1,1,1,10.9147615432739,1.08402252197266,1,317241,2,0.563235418146265,0.653377709794618,0.485386019356561
2006,2,31,2,1,2,16,2,5,NA,14,1,1,1,1,5.05000019073486,0.680013298988342,6,317251,2,0.960872529644825,0.908987634927515,0.863455059598859
2001,1,50,2,1,1,42,2,5,NA,34,1,3,1,11,8.01282024383545,0.650327503681183,6,317261,1,0.636540451847099,0.616712850890745,0.182114963145762
2001,1,33,1,1,1,47,3,1,2,17,1,3,1,11,8.18330574035645,1.26724648475647,1,317271,1,0.779602797233167,0.796677122197641,0.287882208874696
2001,2,53,1,1,1,35,3,2,2,26,2,3,1,11,20,0.538833916187286,2,317291,4,0.727350346713265,0.738679050741933,0.370381226372373
2006,1,46,2,1,1,50,2,4,7,30,1,3,1,1,8.03999996185303,1.63197362422943,3,317311,NA,0.726520770516525,0.694282796783995,0.794795156051956
2006,1,34,2,1,1,55,4,5,NA,16,1,1,1,1,7,0.896511554718018,5,317321,1,0.662639858371867,0.828823221265535,0.809409136695394
2001,1,53,1,1,2,15.0000009536743,4,3,1,30,2,1,1,11,15.384614944458,1.20210254192352,2,317341,4,0.738644420427946,0.782240579866228,0.166726115809658
2001,2,24,1,1,1,40,2,1,2,7,2,1,1,11,NA,0.570322155952454,1,317361,1,0.684486863359288,0.557430506926419,0.213084224843199
2001,1,42,1,1,1,84,5,1,2,22,1,1,1,11,5.72344303131104,0.521920502185822,5,317381,3,0.811306590252845,0.923693650523438,0.3032710562108
2001,1,57,2,1,1,49,3,3,1,42,1,1,1,11,6,1.11693274974823,5,317411,1,0.894458969790187,0.609358710794496,0.665951249116994
2006,2,55,2,1,2,16,2,4,1,22,3,3,1,1,7,0.711049199104309,5,317421,1,0.240804924302577,0.679375643300533,0.25
2006,2,36,1,1,2,18,5,2,2,18,2,1,1,1,11.3999996185303,0.689498424530029,1,317431,1,0.838540131632273,0.901415558008545,0.681340096453097
2001,2,36,1,1,1,37,3,3,1,18,2,1,1,11,8,1.05557835102081,2,317441,4,0.692679538568785,0.851056748404432,0.726910119197718
2006,2,39,1,1,2,19,2,3,1,15,1,1,1,1,5.25,0.74640941619873,1,317441,1,0.575735913182855,0.762258066639024,0.371930959757703
2001,2,47,2,1,1,37,5,5,NA,28,2,3,1,11,5,0.533644616603851,3,317451,1,0.321718826903411,0.427937319703874,0.718255871609898
2006,2,44,2,1,2,25,5,4,7,27,2,3,1,1,4.80000019073486,0.667436003684998,3,317451,1,0.400823950092099,0.705884659736134,0.9467289437892
2001,2,46,1,1,1,47,5,1,1,23,2,1,1,11,10.75,0.935789465904236,2,317471,4,0.886588669921262,0.815761586547952,0.8032710562108
2001,1,34,2,1,1,50,4,5,NA,17,2,3,1,11,5.76923084259033,1.38396716117859,6,317481,3,0.183429611269777,0.176063906342058,0.673639062986918
2006,2,52,1,1,2,18,2,1,3,32,2,3,1,1,7,2.13314771652222,1,317481,1,0.798588685082882,0.739889022829635,0.725360385812388
2001,2,46,1,1,1,40,3,1,2,29,1,3,1,11,9.375,0.95209938287735,1,317491,4,0.721856567130401,0.687761991631083,0.512276160969189
2006,1,34,1,1,1,37,5,3,2,18,1,1,1,1,10,0.995539665222168,1,317521,1,0.662202913195678,0.70018961156621,0.863455059598859
2001,2,21,1,1,1,25,4,1,1,1,1,1,1,11,4.48999977111816,0.570322155952454,4,317531,1,0.356365649797281,0.683672498521732,0.371156093065038
2001,2,49,2,1,2,14,2,5,NA,13,1,3,1,11,3.79999995231628,1.64986395835876,9,317561,1,0.238077241353792,0.228315634767071,0.546179761604565
2001,1,35,1,1,1,50,2,2,1,18,1,2,1,11,6.1538462638855,1.34420549869537,1,317571,1,0.937605486989184,0.654689956726382,0.75
2001,1,27,2,1,1,75,4,5,NA,11,2,3,1,11,3.79487180709839,0.625276923179626,4,317611,1,0.559724536677553,0.709456078305273,0.546179761604565
2001,2,43,1,1,1,37,2,1,4,27,2,1,1,11,5.38461542129517,0.95209938287735,2,317621,1,0.891797816048996,0.905707407952208,0.453820238395435
2001,1,32,1,1,1,50,5,3,3,20,2,1,1,11,81.2641067504883,0.685570240020752,4,317631,2,0.865167488785304,0.966783004780105,1
2001,2,54,1,1,1,37,5,1,1,38,1,1,1,11,6,0.538833916187286,1,318021,1,0.654954202357945,0.708320846855245,0.308621050406475
2006,1,51,2,1,1,35,4,4,7,35,1,3,1,1,10.5269231796265,0.793931722640991,5,318022,1,0.725462517121967,0.874310044962241,1
